,구분,이자보상배율2015,영업이익2015,차입금의존도2015,총자본증가율2015,유동자산증가율2015,매출액증가율2015,순이익증가율2015,영업이익증가율2015,매출액순이익률2015,매출액총이익률2015,자기자본순이익률2015,총자본순이익률2015,매출원가 대 매출액비율2015,매출채권회전률2015,재고자산회전률2015,총자본회전률2015,유형자산회전율2015,부채비율2015,유동비율2015,자기자본배율2015,당좌비율2015,비유동비율2015,순운전자본비율2015,현금비율2015,부채2015,자산2015,매출액2015,부채/현금흐름2015,유동부채2015,유동자산2015,매출/현금흐름2015,차입금평균이자율2015,정상기업여부
0,(주)HJ중공업,-0.75,-79370000,46.95,-15.2,-12.67,13.47,0,0,-12.74,3.38,-16.57,-5.15,96.62,7.33,3.46,0.4,1.64,236.72,63.44,269.34,35.23,218.9,-20.17,3.12,4546048000.0,5914637000.0,3115473000.0,0.13,3430218000.0,2429499000.0,0.21,5.68,0
1,(주)골드앤에스,1.89,1143768,9.47,-18.3,-4.18,-24.57,0,0,-42.33,29.98,-78.06,-35.81,70.02,4.35,8.42,0.85,55.33,57.4,198.8,152.17,168.17,56.53,31.85,6.82,8941840.0,24102094.0,22197935.0,9.91,7942854.0,15364121.0,3.84,7.93,1
2,(주)골드퍼시픽,-13.68,-8243124,11.54,-13.9,-9.24,26.08,0,0,-204.62,-36.85,-67.67,-42.15,136.85,1.1,2.3,0.21,1.49,36.69,349.83,75.86,308.07,65.58,37.15,72.2,7380179.0,28573328.0,18635305.0,-85.09,4089090.0,14304863.0,-102.59,8.9,0
3,(주)나노엔텍,-32.34,-7211151,5.12,26.77,8.28,-7.91,0,0,-22.9,18.95,-9.77,-8.16,81.05,1.49,4.82,0.36,1.51,19.41,727.32,402.92,635.63,64.84,39.42,184.69,14278665.0,52687009.0,24839316.0,-22.98,7659415.0,25151814.0,-11.73,4.83,0
4,(주)녹원씨엔아이,1.94,455438,19.73,16.91,5.42,130.33,0,0,-178.94,46.51,-108,-78.22,53.49,4.12,18.08,0.44,15.57,46.11,402.73,105.29,378.8,76.82,35.65,40.37,6541920.0,24796543.0,7329185.0,-116.12,2888372.0,9969610.0,-90.37,12.87,1
5,(주)뉴인텍,0.6,-804024,42.46,-3.94,-7.96,-11.02,0,0,-0.52,10.73,-1.18,-0.45,89.27,4.43,7.5,0.87,2.58,157.67,68.25,107.23,47.05,164.28,-16.86,1.7,34278251.0,51501516.0,50090372.0,1.78,30018369.0,27625927.0,1.23,5.11,0
6,(주)대창솔루션,0.63,-157321,40.35,-1.31,-25.64,-30.46,0,0,-6.72,10.22,-4.66,-2.35,89.78,4.95,4.2,0.35,0.52,102.43,61.65,1095.01,37.95,156.7,-14.05,7.38,91262653.0,153951321.0,59676898.0,-0.3,68540776.0,36858357.0,-0.44,3.48,0
7,(주)동방선기,1.57,1340753,43,-2.4,0.54,28.87,0,68.64,-3.91,15.48,-3.77,-1.88,84.52,4.99,11.88,0.48,1.63,101.06,65.45,625.48,54.93,155.17,-12.05,5.48,41291523.0,75844824.0,45092509.0,7.92,27340735.0,16259365.0,8.21,4.39,1
8,(주)디에스앤엘,-13.27,-8196670,26.68,-5.09,-7.81,48.46,0,0,-68.5,-1.1,-69.65,-36.89,101.1,2.8,6.52,0.54,2.19,163.53,117.84,126.47,98.96,114.4,8.57,42.87,20986211.0,32832038.0,53708366.0,-9.14,15936222.0,18903428.0,-10.26,6.51,0
9,(주)디엠에스,5.12,16170149,30.86,17.53,49.72,81.2,0,0,11.14,24.58,23.28,8.77,75.42,3.73,78.19,0.79,3.43,144.8,99.99,947.93,98.49,108.2,-0.01,1.61,140789701.0,232026296.0,180943915.0,5.74,132129857.0,114764816.0,4.67,5.41,1
